@relation stats

@attribute num numeric
@attribute min numeric
@attribute max numeric
@attribute mean numeric
@attribute geommean numeric
@attribute variance numeric
@attribute class {ROOM,HALL}

@data
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.910113,2.393402,2.087392,2.076561,0.070821,HALL
3,1.909225,2.389688,2.086209,2.075536,0.069712,HALL
3,1.908526,2.38217,2.089466,2.079428,0.065453,HALL
3,1.864308,2.371234,2.077377,2.066619,0.069139,HALL
3,1.907419,2.356049,2.094974,2.086563,0.054371,HALL
3,1.89482,2.337594,2.085498,2.077407,0.051841,HALL
3,1.900657,2.315222,2.097508,2.090673,0.043292,HALL
3,1.893575,2.289243,2.096405,2.090121,0.039213,HALL
3,1.900938,2.25974,2.112682,2.106943,0.035323,HALL
3,1.899483,2.230296,2.115915,2.110171,0.03517,HALL
3,1.897837,2.269401,2.122536,2.116193,0.039059,HALL
4,1.897918,9.827766,4.047156,3.103893,14.878234,HALL
7,0.182338,9.818915,2.538939,1.351767,10.96919,HALL
9,0.182344,9.82166,2.434448,1.499315,8.245356,HALL
10,0.170512,9.824589,2.226165,1.025373,8.602143,HALL
11,0.186585,9.816304,2.037863,0.9567,7.652363,HALL
13,0.092972,9.818851,1.825481,0.874711,6.522161,HALL
14,0.093009,9.821583,1.725719,0.861172,6.067556,HALL
14,0.092866,9.821148,1.748068,0.878236,6.036614,HALL
15,0.128081,9.813518,1.658177,0.71629,6.255784,HALL
15,0.074832,9.815838,1.658039,0.733584,5.944999,HALL
15,0.092298,9.818341,1.654563,0.815205,5.776391,HALL
16,0.092343,9.811289,1.602458,0.746746,5.858065,HALL
18,0.100008,9.813412,1.424104,0.650171,5.211079,HALL
19,0.065123,9.807504,1.364316,0.636087,4.839253,HALL
18,0.091805,9.809249,1.451663,0.733918,4.926352,HALL
18,0.091861,10.71891,2.061835,0.895551,9.838434,HALL
19,0.079114,10.633476,1.975085,0.881126,9.129977,HALL
21,0.0913,11.379852,2.329209,0.967142,12.488076,HALL
21,0.077151,11.292243,2.3582,0.904527,12.850528,HALL
22,0.152054,11.234431,2.241171,0.930347,11.660707,HALL
21,0.058095,11.410152,2.335441,0.933357,12.633269,HALL
24,0.052362,11.350785,2.040595,0.812556,10.717588,HALL
23,0.172098,11.292281,2.150288,0.994631,9.626492,HALL
24,0.059775,11.470692,2.04654,0.90682,9.356188,HALL
24,0.090485,11.410602,2.046404,0.957105,9.113476,HALL
23,0.090571,11.351386,2.158049,1.003258,9.680609,HALL
25,0.058184,11.532557,1.98192,0.806287,9.346799,HALL
23,0.086853,11.471722,2.14782,0.977472,9.517436,HALL
26,0.078576,11.411773,1.913666,0.744127,9.080101,HALL
24,0.053666,11.595768,2.077163,0.858066,9.696886,HALL
24,0.089793,11.534165,2.082781,0.905752,9.430039,HALL
26,0.057908,11.723672,1.940042,0.7086,9.434175,HALL
23,0.179012,11.660346,2.213107,0.998642,9.999354,HALL
25,0.089523,11.597948,2.072016,0.842213,9.457447,HALL
22,0.089643,11.790461,2.385063,1.1598,8.354293,HALL
24,0.178812,11.7263,2.274506,0.960419,10.694195,HALL
24,0.073916,11.953061,2.404401,0.889662,12.790753,HALL
25,0.089438,11.876042,2.661361,1.09284,12.128465,HALL
25,0.178585,20.95833,3.11432,1.093264,25.358785,HALL
29,0.065185,12.872027,2.714264,1.010652,15.22895,HALL
28,0.089286,25.927638,3.384182,1.292188,28.695798,HALL
29,0.074882,18.39973,3.490119,1.367833,21.288453,HALL
31,0.089032,21.035034,3.307168,1.325374,21.50943,HALL
29,0.089188,23.132075,3.115694,1.119768,28.170885,HALL
30,0.054853,26.029447,3.021197,1.179169,24.140283,HALL
31,0.088974,29.777747,2.945901,1.149594,29.704156,HALL
34,0.066606,10.361435,2.714702,1.157612,9.509594,HALL
31,0.088797,23.525849,2.976864,1.040436,23.20471,HALL
28,0.088969,26.207791,3.283787,1.515052,25.436639,HALL
30,0.054992,29.793289,2.882766,1.057231,30.828885,HALL
30,0.088829,10.286258,2.828788,1.259291,10.135903,HALL
31,0.068148,23.776635,2.74406,1.010559,23.580984,HALL
34,0.089128,13.171845,2.537549,1.237195,9.512988,HALL
30,0.085379,29.784417,2.848256,0.969312,31.089276,HALL
34,0.088656,10.46089,2.511473,1.113661,9.487342,HALL
29,0.141483,22.861592,2.990593,1.228564,21.96601,HALL
32,0.087957,25.222779,2.65944,0.987659,24.96834,HALL
30,0.161566,16.44143,2.898031,1.499458,12.698906,HALL
32,0.087267,18.399893,2.709637,1.112285,15.841338,HALL
31,0.065572,21.539827,2.798337,1.207633,18.204115,HALL
32,0.071935,24.070633,2.703526,0.91523,26.892083,HALL
35,0.07264,26.673182,2.519657,0.947853,22.200962,HALL
39,0.086131,16.309671,2.276609,0.995277,10.486917,HALL
35,0.072818,20.785778,2.531712,0.967832,16.190625,HALL
38,0.072309,17.538739,2.362857,0.938875,12.887764,HALL
32,0.082316,25.586243,2.759918,1.020082,28.146897,HALL
35,0.073983,29.778037,2.491781,0.88381,26.97489,HALL
34,0.074943,18.400275,2.500119,0.915508,15.138294,HALL
28,0.136619,22.177206,3.000152,1.232183,20.606443,HALL
27,0.157487,24.9738,3.046988,1.019029,32.245166,HALL
26,0.071594,29.783694,3.166481,1.262357,34.652469,HALL
27,0.134808,18.400172,2.983515,1.212992,17.992748,HALL
28,0.062755,21.996451,2.863854,1.073126,20.457731,HALL
30,0.102389,21.627332,2.655612,0.974299,18.970153,HALL
29,0.125917,16.242564,2.748294,1.179473,13.176569,HALL
29,0.124533,10.76139,2.745046,1.259033,9.32349,HALL
27,0.084597,19.344403,2.910138,1.07792,19.038638,HALL
25,0.129263,21.533623,2.963293,1.101883,21.772072,HALL
22,0.085886,29.783683,3.35485,1.122724,40.567908,HALL
20,0.172014,18.399993,3.66439,1.589084,22.028494,HALL
18,0.171965,18.399986,4.065276,1.869622,23.453809,HALL
19,0.171915,18.399978,3.845872,1.624822,22.988452,HALL
19,0.087928,18.399971,3.841363,1.515455,23.149319,HALL
17,0.135507,18.399964,4.288461,1.729101,27.018256,HALL
16,0.128439,18.399957,4.502071,1.796966,27.968516,HALL
14,0.129435,18.39995,5.016061,2.239141,28.860429,HALL
16,0.262271,10.310885,3.80527,2.183873,11.931362,HALL
12,0.128459,29.735777,5.091522,1.840982,67.514974,HALL
11,0.127925,26.961305,5.513802,1.626237,79.089767,HALL
15,0.127568,16.421829,4.066955,2.003309,19.707529,HALL
17,0.160342,10.389358,3.570766,1.821226,11.979648,HALL
13,0.244632,23.722254,4.664893,2.115407,40.513009,HALL
15,0.15301,12.056674,4.040595,1.853319,16.368373,HALL
12,0.125793,29.497271,5.067344,1.789046,66.643856,HALL
16,0.125529,9.595465,3.797573,1.97522,12.074158,HALL
16,0.125086,9.566747,3.794462,1.971581,12.05727,HALL
16,0.124643,9.551689,3.791504,1.961089,12.059704,HALL
16,0.1242,9.554862,3.788412,1.956404,12.04637,HALL
17,0.123757,9.558035,3.562678,1.812931,11.66754,HALL
14,0.137717,23.653874,4.30585,1.620316,38.938775,HALL
15,0.122784,18.399859,4.031972,1.779041,23.849953,HALL
12,0.122258,29.26737,5.035478,1.662742,65.927379,HALL
17,0.121906,9.183237,3.5521,1.755892,11.757671,HALL
13,0.21169,24.112214,4.621273,1.967871,42.007834,HALL
13,0.121128,21.350913,4.636199,1.846629,34.672429,HALL
13,0.120706,21.571597,4.632304,1.838462,35.142611,HALL
15,0.20709,11.982068,3.995867,2.157318,13.25215,HALL
14,0.119589,18.395841,4.293736,1.859436,25.749244,HALL
11,0.119167,28.886478,5.459669,1.781059,70.076043,HALL
16,0.118591,11.450668,3.740685,1.820802,11.946349,HALL
13,0.118409,28.779542,4.613317,1.526482,60.221362,HALL
13,0.11807,20.024777,4.608802,1.794544,31.815684,HALL
12,0.117567,28.690455,4.988958,1.636136,63.927618,HALL
16,0.116914,10.751805,3.726818,1.825862,11.346569,HALL
12,0.116635,26.138687,4.965301,1.326993,69.251734,HALL
14,0.116222,26.372155,4.254548,1.314603,54.447072,HALL
13,0.11581,26.605623,4.56931,1.374366,58.863347,HALL
12,0.115398,28.541533,4.966417,1.561985,63.203088,HALL
12,0.114986,28.514705,4.961852,1.516811,63.249386,HALL
16,0.114408,14.55127,3.719022,1.632204,16.419965,HALL
15,0.092139,17.199611,3.960653,1.597151,21.366303,HALL
14,0.065657,17.101852,4.238478,1.910584,21.663047,HALL
13,0.203732,16.979768,4.557911,2.494411,21.61501,HALL
13,0.201118,16.857689,4.554823,2.501996,21.331121,HALL
14,0.112036,16.735616,4.228348,1.951277,20.902176,HALL
12,0.094088,19.599319,4.923311,1.920671,31.678812,HALL
10,0.111215,28.300204,5.896537,2.359917,70.157551,HALL
10,0.110804,28.273407,5.891461,2.398255,69.925847,HALL
10,0.110394,28.246613,5.885604,2.43213,69.697874,HALL
10,0.109983,28.219822,5.879817,2.462346,69.474815,HALL
10,0.109573,28.193035,5.874081,2.489313,69.256888,HALL
11,0.109162,20.399937,5.335099,2.522612,34.382838,HALL
14,0.108752,11.788569,4.1929,2.120236,13.771051,HALL
14,0.108342,17.65862,4.184979,2.077227,22.834065,HALL
15,0.107931,10.341191,3.902128,2.186393,11.476389,HALL
13,0.107521,10.42026,4.497937,2.705155,11.223995,HALL
13,0.10711,10.499329,4.493834,2.665979,11.248144,HALL
13,0.1067,10.578397,4.48992,2.615663,11.283924,HALL
10,0.105733,21.688514,5.831452,2.63081,39.41056,HALL
8,0.236946,21.846704,7.280138,4.232216,44.821013,HALL
9,0.105087,22.004894,6.468774,2.641108,45.846732,HALL
9,0.104678,22.163084,6.461279,2.695382,46.602025,HALL
9,0.104269,22.171466,6.454331,2.749345,46.749301,HALL
9,0.10386,22.298221,6.447717,2.790349,47.392615,HALL
12,0.103451,14.125993,4.843521,2.19936,19.897301,HALL
12,0.103042,14.225501,4.832974,2.227341,20.099344,HALL
12,0.102633,12.978984,4.824025,2.464412,17.392425,HALL
13,0.102224,14.419261,4.449418,2.219371,21.449336,HALL
13,0.101815,14.671485,4.445098,2.061231,23.317073,HALL
13,0.101406,14.923715,4.440918,2.043501,23.930464,HALL
13,0.100997,15.175949,4.436992,2.013261,24.567199,HALL
13,0.100588,14.999943,4.419633,1.939275,24.805981,HALL
13,0.10008,12.076528,4.426643,2.341986,13.86797,HALL
12,0.196763,17.003057,4.810087,2.101252,32.529705,HALL
12,0.099101,19.443713,4.797075,1.957054,29.794569,HALL
12,0.161232,17.164577,4.791802,2.054677,32.978668,HALL
13,0.098348,12.075992,4.413703,2.355507,13.94536,HALL
12,0.097865,11.558185,4.778567,2.554387,15.532134,HALL
13,0.097472,12.132553,4.407598,2.349566,14.041027,HALL
12,0.196962,17.327496,4.76502,2.057998,33.495848,HALL
12,0.096654,15.400221,4.790489,1.798576,29.9867,HALL
11,0.15056,15.466886,5.213241,2.360667,30.692535,HALL
11,0.1517,15.53355,5.207519,2.354769,30.829714,HALL
11,0.175742,15.600214,5.200984,2.390041,30.926593,HALL
11,0.167552,15.199981,5.204035,2.504754,28.209994,HALL
12,0.178464,14.999986,4.745962,2.133188,27.4813,HALL
12,0.190603,14.999985,4.736047,2.16491,27.535052,HALL
12,0.199658,14.999985,4.726732,2.242772,27.411175,HALL
13,0.092983,14.999984,4.359018,1.736843,26.856374,HALL
14,0.092559,14.999983,4.043023,1.725265,23.485697,HALL
15,0.092135,14.999982,3.789805,1.487226,24.658192,HALL
16,0.091711,14.999981,3.549231,1.485759,21.572688,HALL
15,0.091288,14.999981,3.781809,1.636733,22.286458,HALL
15,0.090864,14.99998,3.778128,1.646293,22.322904,HALL
14,0.09044,16.017371,4.043199,1.632594,27.523319,HALL
13,0.090016,17.280841,4.343078,1.556952,32.758782,HALL
13,0.089592,17.351085,4.333696,1.528515,33.069574,HALL
11,0.151163,17.421329,5.105823,2.315146,35.750208,HALL
13,0.088745,17.491573,4.32011,1.507514,33.668828,HALL
13,0.088321,14.999975,4.370387,1.748943,22.384427,HALL
13,0.087473,10.750991,4.328148,1.89658,13.717504,HALL
13,0.087473,10.750991,4.328148,1.89658,13.717504,HALL
13,0.165724,18.23137,4.345559,1.795358,26.350797,HALL
12,0.173053,18.170862,4.702829,1.998557,27.270713,HALL
13,0.172206,16.979507,4.334162,1.943883,23.362547,HALL
13,0.17136,16.914568,4.329266,1.963096,23.218229,HALL
13,0.170513,16.849632,4.324588,1.979576,23.073789,HALL
13,0.164802,16.71977,4.310755,1.979269,22.823531,HALL
13,0.164802,16.71977,4.310755,1.979269,22.823531,HALL
12,0.14168,16.654843,4.657345,2.250548,23.081921,HALL
11,0.13805,18.398479,5.066538,2.298135,28.933875,HALL
10,0.155286,19.398281,5.561081,2.537867,33.178782,HALL
11,0.082622,19.344331,5.050095,1.86232,32.473555,HALL
13,0.082199,18.398483,4.301535,1.533659,27.126743,HALL
13,0.081776,18.398485,4.297066,1.549387,27.122833,HALL
13,0.081353,18.397237,4.304274,1.412955,34.47384,HALL
14,0.13817,15.000266,4.006303,1.729777,19.608666,HALL
13,0.176893,15.201965,4.278926,1.728647,24.786208,HALL
14,0.150678,15.201389,3.964841,1.685668,23.098443,HALL
13,0.159943,15.201953,4.2745,1.756104,24.769626,HALL
13,0.160514,15.000256,4.316976,1.778329,22.745863,HALL
13,0.078281,18.19331,4.2708,1.32678,34.466735,HALL
13,0.155766,15.000184,4.317329,1.766953,22.883869,HALL
13,0.155766,15.000184,4.317329,1.766953,22.883869,HALL
14,0.13469,15.20066,3.976917,1.522274,26.171466,HALL
13,0.133073,15.201421,4.251964,1.781995,24.947981,HALL
15,0.179249,15.000144,3.735217,1.555656,19.065677,HALL
15,0.179249,15.000144,3.735217,1.555656,19.065677,HALL
13,0.13287,15.200588,4.261507,1.690094,27.249822,HALL
13,0.132391,15.200488,4.260593,1.675288,27.574777,HALL
15,0.128152,15.200624,3.688427,1.399967,23.016798,HALL
15,0.128152,15.200624,3.688427,1.399967,23.016798,HALL
14,0.160228,13.346259,3.949078,1.751119,15.998405,HALL
14,0.126858,15.200426,3.941804,1.634485,24.089266,HALL
13,0.129533,16.933483,4.23975,1.428626,32.210498,HALL
13,0.129533,16.933483,4.23975,1.428626,32.210498,HALL
13,0.129092,16.856462,4.241086,1.446156,32.056728,HALL
14,0.128652,15.804199,3.935294,1.400385,28.358093,HALL
15,0.128211,15.718415,3.671297,1.266794,27.012564,HALL
15,0.12777,15.632631,3.673241,1.235452,26.885147,HALL
15,0.142338,15.101293,3.666806,1.590928,22.353582,HALL
15,0.141494,14.826966,3.658844,1.625079,21.761937,HALL
14,0.105406,17.188067,3.925155,1.234864,30.40527,HALL
14,0.105406,17.188067,3.925155,1.234864,30.40527,HALL
15,0.125314,16.638563,3.685748,1.427959,27.203665,HALL
15,0.138835,14.417485,3.646431,1.722802,21.658621,HALL
15,0.150833,12.931683,3.661933,1.864229,13.338688,HALL
16,0.137108,14.086774,3.423209,1.545474,14.574055,HALL
16,0.137108,14.086774,3.423209,1.545474,14.574055,HALL
17,0.095283,12.930031,3.23249,1.387721,13.062979,HALL
17,0.095283,12.930031,3.23249,1.387721,13.062979,HALL
14,0.122219,19.384907,3.917227,1.160488,35.265266,HALL
16,0.121712,13.608019,3.412626,1.298066,14.8428,HALL
16,0.130143,14.931025,3.417562,1.48505,15.829951,HALL
14,0.196899,13.755398,3.882242,1.971703,15.02427,HALL
14,0.196899,13.755398,3.882242,1.971703,15.02427,HALL
17,0.117456,14.191972,3.199217,1.329429,16.517197,HALL
17,0.117456,14.191972,3.199217,1.329429,16.517197,HALL
16,0.112055,19.508548,3.39874,1.180704,27.267311,HALL
17,0.155607,10.731378,3.201638,1.614116,10.953699,HALL
16,0.169027,17.006686,3.39824,1.610202,19.436988,HALL
17,0.129515,18.144154,3.196321,1.199818,21.149749,HALL
16,0.135485,18.265681,3.396173,1.399455,22.125079,HALL
16,0.14273,18.326455,3.394732,1.346334,22.278551,HALL
17,0.127262,18.387236,3.197148,1.122851,21.693156,HALL
17,0.127262,18.387236,3.197148,1.122851,21.693156,HALL
16,0.167137,18.399089,3.395244,1.32372,22.468933,HALL
16,0.114856,18.399093,3.390536,1.26801,22.747517,HALL
15,0.114465,19.349853,3.596281,1.222804,26.073302,HALL
15,0.107297,19.401819,3.57838,1.147228,26.378557,HALL
14,0.11462,19.453792,3.829369,1.482105,27.197201,HALL
14,0.113863,19.505771,3.841825,1.680539,26.518219,HALL
15,0.11267,19.354873,3.583564,1.259132,25.950756,HALL
18,0.163189,13.586932,2.963344,1.532366,11.383459,HALL
18,0.146015,14.520132,2.959707,1.396918,12.946101,HALL
17,0.120949,13.408388,3.136536,1.398052,12.203607,HALL
17,0.112915,18.399226,3.131777,1.304789,20.937516,HALL
17,0.109934,13.291738,3.135129,1.201745,13.971057,HALL
17,0.160637,16.823113,3.144536,1.4953,16.933956,HALL
18,0.111779,14.992055,2.945698,1.291876,13.838915,HALL
19,0.096728,14.928663,2.784657,1.310079,12.948165,HALL
19,0.096728,14.928663,2.784657,1.310079,12.948165,HALL
17,0.121986,12.748052,3.111865,1.327256,12.941717,HALL
17,0.158977,16.71092,3.117455,1.438362,19.302713,HALL
18,0.116294,16.69514,2.942993,1.359207,15.984619,HALL
18,0.150074,13.182667,2.941903,1.39822,11.986247,HALL
19,0.086441,13.863983,2.772446,1.232003,12.018021,HALL
19,0.086441,13.863983,2.772446,1.232003,12.018021,HALL
18,0.157759,13.585239,2.924085,1.437956,12.008027,HALL
19,0.119552,12.644205,2.786369,1.207454,11.480144,HALL
17,0.109359,14.115971,3.078463,1.566328,12.808023,HALL
18,0.109361,13.516746,2.914391,1.382916,11.761556,HALL
17,0.141163,11.631741,3.100578,1.503843,11.056187,HALL
17,0.141163,11.631741,3.100578,1.503843,11.056187,HALL
20,0.148838,11.990078,2.617201,1.259539,9.991561,HALL
19,0.135616,11.97523,2.750542,1.407982,10.140462,HALL
21,0.090834,11.945536,2.487303,1.090837,9.764076,HALL
21,0.090834,11.945536,2.487303,1.090837,9.764076,HALL
21,0.086547,11.930689,2.4842,1.088562,9.764689,HALL
20,0.145597,11.915841,2.604463,1.260844,9.944375,HALL
19,0.174572,11.900994,2.740114,1.379938,10.132771,HALL
17,0.09956,15.350168,3.042572,1.394773,14.717037,HALL
17,0.09956,15.350168,3.042572,1.394773,14.717037,HALL
19,0.099203,14.772443,2.741697,1.171613,13.1881,HALL
18,0.12247,14.175243,2.867073,1.399887,12.70232,HALL
17,0.121858,18.317095,3.060189,1.277599,20.065037,HALL
17,0.144234,18.367781,3.069805,1.23583,20.410252,HALL
18,0.143686,12.224559,2.864435,1.389167,12.693913,HALL
18,0.143686,12.224559,2.864435,1.389167,12.693913,HALL
19,0.077575,11.465998,2.733791,1.158731,10.005858,HALL
19,0.112283,11.411914,2.736233,1.17967,9.992089,HALL
19,0.091545,11.357829,2.734784,1.177828,9.95214,HALL
17,0.1149,18.299556,3.050125,1.278353,20.038608,HALL
18,0.116521,18.312249,2.879378,1.083508,19.548799,HALL
18,0.116521,18.312249,2.879378,1.083508,19.548799,HALL
17,0.11784,18.318597,3.041766,1.256441,20.245924,HALL
18,0.119486,18.324945,2.867053,1.232466,19.020489,HALL
19,0.095797,18.331294,2.715012,1.075491,18.395083,HALL
18,0.123699,18.337644,2.860001,1.236349,19.15874,HALL
18,0.126236,18.343994,2.856865,1.244716,19.176265,HALL
19,0.082279,18.350345,2.706114,1.075501,18.541083,HALL
17,0.132089,18.356697,3.019529,1.378298,19.900518,HALL
18,0.075616,18.369402,2.848743,1.143086,19.385817,HALL
17,0.142563,18.375756,3.012524,1.36205,20.085728,HALL
17,0.146443,18.38211,3.010157,1.361053,20.117702,HALL
18,0.060784,18.388465,2.847568,1.040663,19.589263,HALL
17,0.154699,18.394821,3.015402,1.348628,20.305112,HALL
17,0.157661,18.399315,3.012427,1.370035,19.882951,HALL
18,0.079051,18.399315,2.842591,1.15272,19.230733,HALL
17,0.156987,18.399316,3.008226,1.349938,19.859674,HALL
17,0.15665,18.399317,3.003106,1.342594,19.824381,HALL
17,0.15665,18.399317,3.003106,1.342594,19.824381,HALL
17,0.156314,18.399318,3.005315,1.31385,19.886462,HALL
17,0.155979,18.39932,3.004113,1.308583,19.845338,HALL
18,0.069085,18.399322,2.835433,1.109671,19.107557,HALL
20,0.076392,11.814643,2.516203,1.082592,9.947751,HALL
18,0.155223,16.636126,2.829944,1.267333,16.716582,HALL
18,0.154538,16.586479,2.820981,1.267638,16.646714,HALL
20,0.068414,13.633537,2.517569,1.099385,12.294741,HALL
20,0.182945,10.865748,2.510743,1.292871,8.450302,HALL
20,0.059564,12.475472,2.520417,1.186348,9.583872,HALL
19,0.153695,12.439144,2.648327,1.396765,9.722438,HALL
19,0.153695,12.439144,2.648327,1.396765,9.722438,HALL
19,0.153359,12.402816,2.645574,1.380354,9.776982,HALL
20,0.153024,12.366488,2.511303,1.26068,9.555109,HALL
20,0.152689,12.33016,2.508867,1.254798,9.53023,HALL
20,0.152355,12.293832,2.506802,1.250626,9.500839,HALL
20,0.152021,12.257504,2.504725,1.231985,9.551233,HALL
20,0.151355,12.184847,2.500605,1.251976,9.177185,HALL
20,0.151023,12.148519,2.498783,1.246144,9.159124,HALL
19,0.105551,16.325789,2.609345,1.033014,16.334301,HALL
19,0.105551,16.325789,2.609345,1.033014,16.334301,HALL
20,0.135995,14.971166,2.490075,1.067253,12.764003,HALL
20,0.135995,14.971166,2.490075,1.067253,12.764003,HALL
20,0.127145,14.935901,2.487744,1.064586,12.724716,HALL
19,0.118944,14.900636,2.61605,1.07705,13.396151,HALL
20,0.111536,14.865371,2.483157,0.980069,12.96695,HALL
21,0.099787,14.79484,2.358225,0.981585,12.039259,HALL
21,0.095823,14.759575,2.354954,0.97985,11.99103,HALL
21,0.093366,14.72431,2.352274,0.975521,11.944275,HALL
21,0.093366,14.72431,2.352274,0.975521,11.944275,HALL
21,0.147535,14.689045,2.353342,1.055082,11.553763,HALL
19,0.135094,17.997553,2.613472,0.969431,18.819406,HALL
21,0.100521,13.543523,2.344828,1.03849,10.542204,HALL
20,0.135717,15.915353,2.466181,0.994375,14.027573,HALL
20,0.145864,15.887446,2.460798,1.099822,13.601885,HALL
20,0.145424,15.859538,2.456928,1.097295,13.565738,HALL
21,0.079331,15.831631,2.338298,0.952286,13.171946,HALL
21,0.103199,15.775817,2.33331,0.956891,13.145373,HALL
21,0.117765,15.747909,2.331229,0.953243,13.179425,HALL
23,0.133344,15.720002,2.13094,0.873908,11.952709,HALL
23,0.133344,15.720002,2.13094,0.873908,11.952709,HALL
23,0.134864,14.969448,2.128974,0.902903,11.037919,HALL
23,0.134559,14.957138,2.125879,0.900811,11.059167,HALL
23,0.134255,14.944828,2.124265,0.900788,11.076722,HALL
23,0.133951,14.921239,2.121365,0.897695,11.117733,HALL
23,0.133649,14.894681,2.118889,0.900421,11.100723,HALL
23,0.133347,14.868122,2.116196,0.899449,11.10618,HALL
22,0.133047,14.841564,2.209429,0.978677,11.393374,HALL
20,0.132448,16.070748,2.432716,1.08732,13.974299,HALL
20,0.13215,16.058439,2.429993,1.079512,14.000879,HALL
20,0.13215,16.058439,2.429993,1.079512,14.000879,HALL
19,0.196962,16.033823,2.549524,1.216926,14.466448,HALL
22,0.067873,16.009397,2.20031,0.839299,13.158641,HALL
22,0.067873,16.009397,2.20031,0.839299,13.158641,HALL
22,0.078264,15.980438,2.196726,0.834752,13.159038,HALL
22,0.091584,15.951478,2.194308,0.83472,13.125906,HALL
22,0.106744,15.922519,2.194936,0.850204,13.093733,HALL
22,0.131306,15.864601,2.189282,0.851746,13.050891,HALL
22,0.131009,15.835642,2.18529,0.850285,13.033338,HALL
23,0.130713,15.806683,2.092045,0.784252,12.580728,HALL
23,0.130713,15.806683,2.092045,0.784252,12.580728,HALL
24,0.130124,15.748765,2.000731,0.776934,11.860293,HALL
24,0.130124,15.748765,2.000731,0.776934,11.860293,HALL
